"ID","Orden","Fase","Módulo","Nivel","Semana sugerida","Lección","Tema","Objetivo de aprendizaje","Conceptos clave","Ejercicio guiado","Tarea / Entregable","Proyecto asociado","Herramientas","Duración clase (h)","Práctica sugerida (h)","Prioridad","Estado"
"UNE3D19","50","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 19","19","Clase diaria 19: Fundamentos de Canvas HTML5: contexto, formas y dibujo","Comprender y aplicar fundamentos de canvas html5: contexto, formas y dibujo dentro del objetivo del Nivel 3.","Fundamentos de Canvas HTML5: contexto, formas y dibujo","Realizar un ejemplo guiado de fundamentos de canvas html5: contexto, formas y dibujo.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D20","51","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 20","20","Clase diaria 20: Ejercicio guiado de Canvas HTML5: contexto, formas y dibujo","Comprender y aplicar ejercicio guiado de canvas html5: contexto, formas y dibujo dentro del objetivo del Nivel 3.","Ejercicio guiado de Canvas HTML5: contexto, formas y dibujo","Realizar un ejemplo guiado de ejercicio guiado de canvas html5: contexto, formas y dibujo.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D21","52","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 21","21","Clase diaria 21: Fundamentos de principios de diseño web responsive","Comprender y aplicar fundamentos de principios de diseño web responsive dentro del objetivo del Nivel 3.","Fundamentos de principios de diseño web responsive","Realizar un ejemplo guiado de fundamentos de principios de diseño web responsive.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D22","53","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 22","22","Clase diaria 22: Ejercicio guiado de principios de diseño web responsive","Comprender y aplicar ejercicio guiado de principios de diseño web responsive dentro del objetivo del Nivel 3.","Ejercicio guiado de principios de diseño web responsive","Realizar un ejemplo guiado de ejercicio guiado de principios de diseño web responsive.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D23","54","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 23","23","Clase diaria 23: Fundamentos de media queries, mobile first y breakpoints","Comprender y aplicar fundamentos de media queries, mobile first y breakpoints dentro del objetivo del Nivel 3.","Fundamentos de media queries, mobile first y breakpoints","Realizar un ejemplo guiado de fundamentos de media queries, mobile first y breakpoints.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D24","55","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 24","24","Clase diaria 24: Ejercicio guiado de media queries, mobile first y breakpoints","Comprender y aplicar ejercicio guiado de media queries, mobile first y breakpoints dentro del objetivo del Nivel 3.","Ejercicio guiado de media queries, mobile first y breakpoints","Realizar un ejemplo guiado de ejercicio guiado de media queries, mobile first y breakpoints.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D25","56","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 25","25","Clase diaria 25: Práctica P4: adaptación de un sitio existente a diseño responsive","Completar la práctica p4: adaptación de un sitio existente a diseño responsive y demostrar los conocimientos acumulados.","Práctica P4: adaptación de un sitio existente a diseño responsive","Desarrollar paso a paso la práctica p4: adaptación de un sitio existente a diseño responsive.","Entregar la evidencia funcional de la práctica p4: adaptación de un sitio existente a diseño responsive.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D26","57","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 26","26","Clase diaria 26: Fundamentos de selectores avanzados y especificidad","Comprender y aplicar fundamentos de selectores avanzados y especificidad dentro del objetivo del Nivel 3.","Fundamentos de selectores avanzados y especificidad","Realizar un ejemplo guiado de fundamentos de selectores avanzados y especificidad.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D27","58","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 27","27","Clase diaria 27: Ejercicio guiado de selectores avanzados y especificidad","Comprender y aplicar ejercicio guiado de selectores avanzados y especificidad dentro del objetivo del Nivel 3.","Ejercicio guiado de selectores avanzados y especificidad","Realizar un ejemplo guiado de ejercicio guiado de selectores avanzados y especificidad.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D28","59","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 28","28","Clase diaria 28: Fundamentos de variables CSS3 y reutilización de estilos","Comprender y aplicar fundamentos de variables css3 y reutilización de estilos dentro del objetivo del Nivel 3.","Fundamentos de variables CSS3 y reutilización de estilos","Realizar un ejemplo guiado de fundamentos de variables css3 y reutilización de estilos.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D29","60","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 29","29","Clase diaria 29: Ejercicio guiado de variables CSS3 y reutilización de estilos","Comprender y aplicar ejercicio guiado de variables css3 y reutilización de estilos dentro del objetivo del Nivel 3.","Ejercicio guiado de variables CSS3 y reutilización de estilos","Realizar un ejemplo guiado de ejercicio guiado de variables css3 y reutilización de estilos.","Resolver una práctica corta y responder preguntas de comprobación.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE3D30","61","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 3 — HTML5 y CSS3 Nivel II","Septiembre 2026 · Día 30","30","Clase diaria 30: Práctica P5: proyecto de sitio web responsive completo","Completar la práctica p5: proyecto de sitio web responsive completo y demostrar los conocimientos acumulados.","Práctica P5: proyecto de sitio web responsive completo","Desarrollar paso a paso la práctica p5: proyecto de sitio web responsive completo.","Entregar la evidencia funcional de la práctica p5: proyecto de sitio web responsive completo.","Sitio web responsive","HTML5, CSS3, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D01","62","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 1","1","Clase diaria 1: Introducción al Nivel 4: objetivos, herramientas y proyecto del mes","Comprender y aplicar introducción al nivel 4: objetivos, herramientas y proyecto del mes dentro del objetivo del Nivel 4.","Introducción al Nivel 4: objetivos, herramientas y proyecto del mes","Realizar un ejemplo guiado de introducción al nivel 4: objetivos, herramientas y proyecto del mes.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D02","63","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 2","2","Clase diaria 2: Fundamentos de vinculación de JavaScript con HTML y uso de la consola","Comprender y aplicar fundamentos de vinculación de javascript con html y uso de la consola dentro del objetivo del Nivel 4.","Fundamentos de vinculación de JavaScript con HTML y uso de la consola","Realizar un ejemplo guiado de fundamentos de vinculación de javascript con html y uso de la consola.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D03","64","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 3","3","Clase diaria 3: Ejercicio guiado de vinculación de JavaScript con HTML y uso de la consola","Comprender y aplicar ejercicio guiado de vinculación de javascript con html y uso de la consola dentro del objetivo del Nivel 4.","Ejercicio guiado de vinculación de JavaScript con HTML y uso de la consola","Realizar un ejemplo guiado de ejercicio guiado de vinculación de javascript con html y uso de la consola.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D04","65","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 4","4","Clase diaria 4: Fundamentos de variables con let y const","Comprender y aplicar fundamentos de variables con let y const dentro del objetivo del Nivel 4.","Fundamentos de variables con let y const","Realizar un ejemplo guiado de fundamentos de variables con let y const.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D05","66","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 5","5","Clase diaria 5: Ejercicio guiado de variables con let y const","Comprender y aplicar ejercicio guiado de variables con let y const dentro del objetivo del Nivel 4.","Ejercicio guiado de variables con let y const","Realizar un ejemplo guiado de ejercicio guiado de variables con let y const.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D06","67","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 6","6","Clase diaria 6: Fundamentos de tipos de datos y conversión de valores","Comprender y aplicar fundamentos de tipos de datos y conversión de valores dentro del objetivo del Nivel 4.","Fundamentos de tipos de datos y conversión de valores","Realizar un ejemplo guiado de fundamentos de tipos de datos y conversión de valores.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D07","68","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 7","7","Clase diaria 7: Ejercicio guiado de tipos de datos y conversión de valores","Comprender y aplicar ejercicio guiado de tipos de datos y conversión de valores dentro del objetivo del Nivel 4.","Ejercicio guiado de tipos de datos y conversión de valores","Realizar un ejemplo guiado de ejercicio guiado de tipos de datos y conversión de valores.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D08","69","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 8","8","Clase diaria 8: Práctica P1: validación de un formulario con ventanas emergentes","Completar la práctica p1: validación de un formulario con ventanas emergentes y demostrar los conocimientos acumulados.","Práctica P1: validación de un formulario con ventanas emergentes","Desarrollar paso a paso la práctica p1: validación de un formulario con ventanas emergentes.","Entregar la evidencia funcional de la práctica p1: validación de un formulario con ventanas emergentes.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D09","70","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 9","9","Clase diaria 9: Fundamentos de operadores aritméticos, relacionales y lógicos","Comprender y aplicar fundamentos de operadores aritméticos, relacionales y lógicos dentro del objetivo del Nivel 4.","Fundamentos de operadores aritméticos, relacionales y lógicos","Realizar un ejemplo guiado de fundamentos de operadores aritméticos, relacionales y lógicos.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D10","71","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 10","10","Clase diaria 10: Ejercicio guiado de operadores aritméticos, relacionales y lógicos","Comprender y aplicar ejercicio guiado de operadores aritméticos, relacionales y lógicos dentro del objetivo del Nivel 4.","Ejercicio guiado de operadores aritméticos, relacionales y lógicos","Realizar un ejemplo guiado de ejercicio guiado de operadores aritméticos, relacionales y lógicos.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
"UNE4D11","72","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 4 — JavaScript Nivel I","Octubre 2026 · Día 11","11","Clase diaria 11: Fundamentos de ventanas alert, confirm y prompt","Comprender y aplicar fundamentos de ventanas alert, confirm y prompt dentro del objetivo del Nivel 4.","Fundamentos de ventanas alert, confirm y prompt","Realizar un ejemplo guiado de fundamentos de ventanas alert, confirm y prompt.","Resolver una práctica corta y responder preguntas de comprobación.","Miniaplicación interactiva","JavaScript, VS Code, navegador","1,5","1,","Alta","Pendiente"
